familia,unidade_geografica,ano,variavel,valor,unidade_medida,selo,nivel_fonte,fonte,metodo,nota
forma_urbana,moatize_vila,2005,frac_novo_setor_08_desde_2000,0.0697,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 8 = [180.0°, 202.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2010,frac_novo_setor_08_desde_2005,0.0382,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 8 = [180.0°, 202.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2015,frac_novo_setor_08_desde_2010,0.0541,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 8 = [180.0°, 202.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2020,frac_novo_setor_08_desde_2015,0.0037,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 8 = [180.0°, 202.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2025,frac_novo_setor_08_desde_2020,0.0002,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 8 = [180.0°, 202.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2005,frac_novo_setor_09_desde_2000,0.0074,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 9 = [202.5°, 225.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2010,frac_novo_setor_09_desde_2005,0.008,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 9 = [202.5°, 225.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2015,frac_novo_setor_09_desde_2010,0.0112,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 9 = [202.5°, 225.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2020,frac_novo_setor_09_desde_2015,0.0033,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 9 = [202.5°, 225.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2025,frac_novo_setor_09_desde_2020,0.0009,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 9 = [202.5°, 225.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2005,frac_novo_setor_10_desde_2000,0.0415,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 10 = [225.0°, 247.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2010,frac_novo_setor_10_desde_2005,0.0171,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 10 = [225.0°, 247.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2015,frac_novo_setor_10_desde_2010,0.0096,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 10 = [225.0°, 247.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2020,frac_novo_setor_10_desde_2015,0.0041,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 10 = [225.0°, 247.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2025,frac_novo_setor_10_desde_2020,0.0148,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 10 = [225.0°, 247.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2005,frac_novo_setor_11_desde_2000,0.0727,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 11 = [247.5°, 270.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2010,frac_novo_setor_11_desde_2005,0.0583,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 11 = [247.5°, 270.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2015,frac_novo_setor_11_desde_2010,0.0308,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 11 = [247.5°, 270.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2020,frac_novo_setor_11_desde_2015,0.0489,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 11 = [247.5°, 270.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2025,frac_novo_setor_11_desde_2020,0.0332,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 11 = [247.5°, 270.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2005,frac_novo_setor_12_desde_2000,0.3234,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 12 = [270.0°, 292.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2010,frac_novo_setor_12_desde_2005,0.3447,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 12 = [270.0°, 292.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2015,frac_novo_setor_12_desde_2010,0.185,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 12 = [270.0°, 292.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2020,frac_novo_setor_12_desde_2015,0.1325,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 12 = [270.0°, 292.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2025,frac_novo_setor_12_desde_2020,0.1063,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 12 = [270.0°, 292.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2005,frac_novo_setor_13_desde_2000,0.0816,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 13 = [292.5°, 315.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2010,frac_novo_setor_13_desde_2005,0.0985,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 13 = [292.5°, 315.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2015,frac_novo_setor_13_desde_2010,0.2711,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 13 = [292.5°, 315.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2020,frac_novo_setor_13_desde_2015,0.2051,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 13 = [292.5°, 315.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2025,frac_novo_setor_13_desde_2020,0.2266,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 13 = [292.5°, 315.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2005,frac_novo_setor_14_desde_2000,0.0653,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 14 = [315.0°, 337.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2010,frac_novo_setor_14_desde_2005,0.0352,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 14 = [315.0°, 337.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2015,frac_novo_setor_14_desde_2010,0.0678,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 14 = [315.0°, 337.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2020,frac_novo_setor_14_desde_2015,0.0835,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 14 = [315.0°, 337.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2025,frac_novo_setor_14_desde_2020,0.032,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 14 = [315.0°, 337.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2005,frac_novo_setor_15_desde_2000,0.0252,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 15 = [337.5°, 360.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2010,frac_novo_setor_15_desde_2005,0.0583,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 15 = [337.5°, 360.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2015,frac_novo_setor_15_desde_2010,0.0524,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 15 = [337.5°, 360.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2020,frac_novo_setor_15_desde_2015,0.0176,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 15 = [337.5°, 360.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2025,frac_novo_setor_15_desde_2020,0.0396,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 15 = [337.5°, 360.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,moatize_vila,2000,indice_forma_medio_urbano,1.4401,adimensional,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2000_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=3157. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,moatize_vila,2005,indice_forma_medio_urbano,1.39,adimensional,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2005_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=4462. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,moatize_vila,2010,indice_forma_medio_urbano,1.3511,adimensional,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2010_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=5139. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida. 2010 usa Landsat 7 SLC-off (docs/ADR/0005): 26,64% dos pixels da AOI têm menos de 4 observações válidas no composto de estação seca (data/interim/slc_off_2010_cobertura.csv). Métricas derivadas da classificação própria de 2010 (ou de período que usa 2010 como t0/t1) herdam essa cobertura desigual — não é um viés de comissão adicional, é ruído de amostragem de composto que pode inflar heterogeneidade espacial espúria (manchas, densidade de borda, tipologia)."
forma_urbana,moatize_vila,2015,indice_forma_medio_urbano,1.3342,adimensional,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2015_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=8023. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,moatize_vila,2020,indice_forma_medio_urbano,1.3267,adimensional,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2020_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=8785. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,moatize_vila,2025,indice_forma_medio_urbano,1.2808,adimensional,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2025_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=10107. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,moatize_vila,2000,largest_patch_index_pct_urbano,0.0739,%,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2000_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=3157. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,moatize_vila,2005,largest_patch_index_pct_urbano,0.1064,%,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2005_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=4462. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,moatize_vila,2010,largest_patch_index_pct_urbano,0.1366,%,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2010_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=5139. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida. 2010 usa Landsat 7 SLC-off (docs/ADR/0005): 26,64% dos pixels da AOI têm menos de 4 observações válidas no composto de estação seca (data/interim/slc_off_2010_cobertura.csv). Métricas derivadas da classificação própria de 2010 (ou de período que usa 2010 como t0/t1) herdam essa cobertura desigual — não é um viés de comissão adicional, é ruído de amostragem de composto que pode inflar heterogeneidade espacial espúria (manchas, densidade de borda, tipologia)."
forma_urbana,moatize_vila,2015,largest_patch_index_pct_urbano,0.2455,%,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2015_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=8023. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,moatize_vila,2020,largest_patch_index_pct_urbano,0.2676,%,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2020_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=8785. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,moatize_vila,2025,largest_patch_index_pct_urbano,0.305,%,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2025_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=10107. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,moatize_vila,2023,n_edificacoes,60756,contagem,observado,A,"Google Open Buildings v3, recorte AOI — data/raw/open_buildings_v3_aoi.csv (ver data/raw/open_buildings_v3_aoi.csv.meta.json)","Google Open Buildings v3, edificações atribuídas ao ponto-sede mais próximo (mesma partição de Voronoi das demais métricas de forma urbana), confidence >= 0,65 (piso do próprio recorte, ver docstring).","Epoch de Open Buildings v3 aproximado como 2023 (Google não publica data de aquisição por edifício nesta AOI). Não é série temporal — comparável só ao ano informado. Inclui edificações do povoado '25 de Setembro' (geometry: null, não localizável), atribuídas a moatize por proximidade — não separável de crescimento orgânico com os dados disponíveis (restrição 3). confiança mín/méd/máx na unidade: 0.65/0.78/0.96. Sensível à comissão do mapa (ADR 0009, acurácia do usuário do construído = 0,27-0,63): não interpretar como medição absoluta livre de erro."
forma_urbana,moatize_vila,2000,n_manchas_urbano,72.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2000_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=3157. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,moatize_vila,2005,n_manchas_urbano,81.0,n,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2005_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=4462. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
